id	title	link	price	condition	BRAND	mpn	shipping_weight	image_link	product_type	availability	description	"Google product category"	gtin
503-279	"Mini Micro Drill Bit #79 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-79-hss-6pcs.html	5.94	New	"CML Supply"	503-279	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_3.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #79 (.0145&quot;, 0.37mm)</div>
<div>Bit Length: Approx 0.800&quot; (20mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" alt=""Made In USA"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
503-278	"Mini Micro Drill Bit #78 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-78-hss-6pcs.html	5.94	New	"CML Supply"	503-278	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_4.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #78 (.0160&quot;, 0.41mm)</div>
<div>Bit Length: Approx 0.900&quot; (23mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" alt=""Made In USA"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
503-277	"Mini Micro Drill Bit #77 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-77-hss-6pcs.html	5.94	New	"CML Supply"	503-277	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_5.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #77 (.0180&quot;, 0.46mm)</div>
<div>Bit Length: Approx 0.900&quot; (23mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" alt=""Made In USA"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
503-276	"Mini Micro Drill Bit #76 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-76-hss-6pcs.html	5.94	New	"CML Supply"	503-276	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_5_1.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #76 (.0200&quot;, 0.51mm)</div>
<div>Bit Length: Approx 0.900&quot; (23mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" alt=""Made In USA"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
503-275	"Mini Micro Drill Bit #75 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-75-hss-6pcs.html	5.94	New	"CML Supply"	503-275	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_5_1_1.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #75 (.0210&quot;, 0.53mm)</div>
<div>Bit Length: Approx 1.00&quot; (25mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" alt=""Made In USA"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
503-274	"Mini Micro Drill Bit #74 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-74-hss-6pcs.html	5.94	New	"CML Supply"	503-274	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_5_1_1_1.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #74 (.0225&quot;, 0.57mm)</div>
<div>Bit Length: Approx 1.00&quot; (25mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" alt=""Made In USA"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
503-273	"Mini Micro Drill Bit #73 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-73-hss-6pcs.html	5.94	New	"CML Supply"	503-273	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_5_1_1_1_1.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #73 (.0240&quot;, 0.61mm)</div>
<div>Bit Length: Approx 1.10&quot; (28mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" alt=""Made In USA"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
503-272	"Mini Micro Drill Bit #72 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-72-hss-6pcs.html	5.94	New	"CML Supply"	503-272	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_5_1_1_1_1_1.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #72 (.0250&quot;, 0.64mm)</div>
<div>Bit Length: Approx 1.10&quot; (28mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" alt=""Made In USA"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
503-271	"Mini Micro Drill Bit #71 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-71-hss-6pcs.html	5.94	New	"CML Supply"	503-271	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_5_1_1_1_1_1_1.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #71 (.0260&quot;, 0.66mm)</div>
<div>Bit Length: Approx 1.25&quot; (32mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" alt=""Made In USA"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
503-270	"Mini Micro Drill Bit #70 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-70-hss-6pcs.html	5.94	New	"CML Supply"	503-270	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_5_1_1_1_1_1_1_1.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #70 (.0280&quot;, 0.71mm)</div>
<div>Bit Length: Approx 1.25&quot; (32mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" alt=""Made In USA"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
503-269	"Mini Micro Drill Bit #69 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-69-hss-6pcs.html	5.94	New	"CML Supply"	503-269	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_5_1_1_1_1_1_1_1_1.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #69 (.0292&quot;, 0.74mm)</div>
<div>Bit Length: Approx 1.35&quot; (34mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" alt=""Made In USA"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
503-268	"Mini Micro Drill Bit #68 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-68-hss-6pcs.html	5.94	New	"CML Supply"	503-268	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_5_1_1_1_1_1_1_1_1_1.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #68 (.0310&quot;, 0.79mm)</div>
<div>Bit Length: Approx 1.35&quot; (34mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" alt=""Made In USA"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
503-267	"Mini Micro Drill Bit #67 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-68-hss-6pcs-1.html	5.94	New	"CML Supply"	603-267	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_5_1_1_1_1_1_1_1_1_1_1.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #67 (.0320&quot;, 0.81mm)</div>
<div>Bit Length: Approx 1.35&quot; (34mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" alt=""Made In USA"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
503-266	"Mini Micro Drill Bit #66 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-66-hss-6pcs.html	5.94	New	"CML Supply"	503-266	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_5_1_1_1_1_1_1_1_1_1_1_1.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #66 (.0330&quot;, 0.84mm)</div>
<div>Bit Length: Approx 1.35&quot; (34mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" alt=""Made In USA"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
555-009	"Pin Vise Hand Chuck Wood Ball Head for Micro Drill Bits"	http://www.cmlsupply.com/pin-vise-hand-drill-bit-chuck-wood-head.html	4.49	New	"CML Supply"	555-009	0.1300	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/5/555-009.jpg	"Business & Industrial"	"In Stock"	"<h2 align=""center"">Hand chuck holds Micro Drill bits, Diamond reamers.</h2>
<p>Pin Vise Holds Micro Drill Bits from 0-3/32&quot; (0-.100&quot;, 0-2.5mm).</p>
<p>Rotating top for ease of use.  includes 2 collets to adjust for various size bits.</p>"	"Hardware > Tools > Tool Clamps"	
731-KES44-031	"Kester 44 Rosin Core Solder 63/37 .031"" 1 lb. Spool"	http://www.cmlsupply.com/kester-44-solder-1lb.html	29.99	New	Kester	24-6337-0027	1.5000	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/7/3/731-kes44.jpg	"Business & Industrial"	"In Stock"	"<p>Kester &quot;44&quot; has virtually dominated the field of activated rosin core solders for well over four decades. An outstanding performance feature of this flux is the &quot;instant-action&quot; wetting behavior. The high mobility and fast-spreading action of this flux results in more reliable production line soldering.</p>
<div><strong>Features:</strong></div>
<ul>
    <li>Kester &quot;44&quot; Item Number 24-6337-0027</li>
    <li>67/37 Tin/Lead, .031&quot; Diameter is most common for electronics work</li>
    <li>High activity RA formulation</li>
    <li>Excellent solderability to a wide variety of metallizations</li>
    <li>Industry standard for decades</li>
    <li>Standard Core 66 (3.3% flux)</li>
    <li>Solder iron tip temperatures between 315-371&deg;C (600-700&deg;F)</li>
    <li>Flux residue is non-corrosive and non-conductive</li>
    <li>Shelf life 2 years from DOM</li>
</ul>
<p>A few warnings and cautions:      * For industrial use only     * We can not offer advice on a specific application. For use by experienced electronics technicians     * User assumes all risk for application.     * Any warranties are limited to replacement or refund of product.     * Always wear safety glasses when working with soldering equipment and materials     * Always use adequate ventilation when working with soldering equipment and materials     * Avoid breathing flux fumes emitted during soldering.     * Flux fumes may cause pulmonary irritation or damage.     * This product may contain chemicals known to the state of California to cause cancer and/or other reproductive harm.</p>"	"Hardware > Hardware Accessories > Solder & Flux"	0961756440314
731-KES44-020	"Kester 44 Rosin Core Solder 63/37 .020"" 1 lb. Spool"	http://www.cmlsupply.com/kester-44-020-solder-1lb.html	32.99	New	Kester	24-6337-0010	1.5000	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/7/3/731-kes44_1.jpg	"Business & Industrial"	"In Stock"	"<p>Kester &quot;44&quot; has virtually dominated the field of activated rosin core solders for well over four decades. An outstanding performance feature of this flux is the &quot;instant-action&quot; wetting behavior. The high mobility and fast-spreading action of this flux results in more reliable production line soldering.</p>
<div><strong>Features:</strong></div>
<ul>
    <li>Kester &quot;44&quot; Item Number 24-6337-0010</li>
    <li>67/37 Tin/Lead, 020&quot; Diameter is common for fine-pitch SMT and SMD electronics work</li>
    <li>High activity RA formulation</li>
    <li>Excellent solderability to a wide variety of metallizations</li>
    <li>Industry standard for decades</li>
    <li>Standard Core 66 (3.3% flux)</li>
    <li>Solder iron tip temperatures between 315-371&deg;C (600-700&deg;F)</li>
    <li>Flux residue is non-corrosive and non-conductive</li>
    <li>Shelf life 2 years from DOM</li>
</ul>
<p>A few warnings and cautions:      * For industrial use only     * We can not offer advice on a specific application. For use by experienced electronics technicians     * User assumes all risk for application.     * Any warranties are limited to replacement or refund of product.     * Always wear safety glasses when working with soldering equipment and materials     * Always use adequate ventilation when working with soldering equipment and materials     * Avoid breathing flux fumes emitted during soldering.     * Flux fumes may cause pulmonary irritation or damage.     * This product may contain chemicals known to the state of California to cause cancer and/or other reproductive harm.</p>"	"Hardware > Hardware Accessories > Solder & Flux"	0961756440208
731-KES245-031	"Kester 245 No Clean Wire Solder 63/37 .031"" 1 lb. Spool"	http://www.cmlsupply.com/kester-245-031-solder-1lb.html	22.49	New	Kester	24-6337-8800	1.2500	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/7/3/731-kes44_1_1.jpg	"Business & Industrial"	"In Stock"	"<div>Kester 245 No-clean Cored Wire was developed to complement low residue liquid fluxes being used by the electronics industry. The chemistry is based on some of the same principles that have been safely used for years in mildly activated rosin fluxes. The use of 245 No-clean Cored Wire results in visually acceptable assemblies without cleaning, yet soldering quality and efficiency is comparable to that obtained with mildly activated rosin flux.</div>
<div><strong>Features:</strong></div>
<ul>
    <li>Highly reliable post-soldering residue</li>
    <li>Minimal residue</li>
    <li>67/37 Tin/Lead alloy</li>
    <li>.031&quot; Diameter is most common for electronics work</li>
    <li>Kester number 24-6337-8800</li>
    <li>Compatible with leaded and lead-free alloys</li>
    <li>Excellent solderability to a wide variety of metallizations</li>
    <li>Standard Core 50 (1.1% flux)</li>
    <li>Flux residue is non-corrosive and non-conductive</li>
    <li>Factory fresh, NOT SURPLUS.Shelf life 2 years from DOM</li>
</ul>
<div><strong>A few warnings and cautions:</strong></div>
<ul>
    <li>For industrial use only</li>
    <li>We can not offer advice on a specific application. For use by experienced electronics technicians</li>
    <li>User assumes all risk for application.</li>
    <li>Any warrantees are limited to replacement or refund of product.</li>
    <li>Always wear safety glasses when working with soldering equipment and materials</li>
    <li>Always use adequate venilation when working with soldering equipment and materials</li>
    <li>Avoid breathing flux fumes emitted during soldering.</li>
    <li>Flux fumes may cause pulmonary irritation or damage.</li>
    <li>This product may contain chemicals known to the state of California to cause cancer and/or other reproductive harm.</li>
</ul>"	"Hardware > Hardware Accessories > Solder & Flux"	0768249065166
553-005	"Step Drill Bit Set 5-pc with Aluminum Case"	http://www.cmlsupply.com/step-drill-bit-set-1.html	34.99	New	"Neiko Tools"	10197A	1.5000	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/5/553-005a.jpg	"Business & Industrial"	"In Stock"	"<p>5 piece professional Unibit-Style set with Aluminum carry case</p>
<ul>
    <li>Aluminum padded case for bit storage</li>
    <li>Two flutes, automatically deburrs as you drill</li>
    <li>Tri-flat shank for sure grip</li>
    <li>Sizes are engraved on each step of the bit</li>
</ul>
<p>Ship Weight: 1.5 pounds</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	837013101970
731-EP256-M	"Kester EP256 Lead Solder Paste 63/37 Syringe Dispenser"	http://www.cmlsupply.com/kester-ep-256-syringe.html	9.99	New	Kester	EP256	0.2500	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/7/3/731-ep256-m.jpg	"Business & Industrial"	"In Stock"	"<h1 align=""center"">Kester&nbsp;Easy Profile EP256&nbsp;No-Clean Electronics Grade&nbsp;Solder Paste</h1>
<h3 align=""center"">Legendary Kester Solder in a convenient Dispense-Pak Saves You Money!</h3>
<p align=""center""><strong>This is a&nbsp;<font color=""red"">35 gram&nbsp;syringe</font> - includes bonus dispensing tips</strong></p>
<p>Kester EP 256&nbsp;is a&nbsp;paste&nbsp;solder developed for high volume SMT reflow soldering. It is a no-clean, air or nitrogen reflowable, solder paste specifically designed for maximum robustness in reflow profiling. EP256 has the widest possible reflow processing window.</p>
<p>Residues that remain after soldering are almost colorless, leaving a cosmetically appealing repair. The residue has high electrical resistance and is safe to be left on the assembly after soldering.</p>
<div><strong>Features:</strong></div>
<ul>
    <li>Kester&nbsp;EP256 no Clean Solder Paste</li>
    <li>63/37 Tin/Lead,&nbsp;the most common for electronics work</li>
    <li>Packed as pictured. 8cc syringe contains&nbsp;35 grams of solder paste</li>
    <li>Kit Includes five 19-gauge dispensing tips</li>
    <li>Stable wetting behavior over a wide range of profiles</li>
    <li>Excellent solderability to a wide variety of metallizations</li>
    <li>No-clean flux formula. The residues don't need to be removed for typical applications</li>
    <li>Flux residue is non-corrosive and non-conductive</li>
    <li>Stored in refrigeration until shipment</li>
    <li>Factory fresh, NOT SURPLUS. Shipped in labeled package with date code. Shelf life 6mos from DOM</li>
</ul>
<div><strong>A few warnings and cautions:</strong></div>
<ul>
    <li>For industrial use only</li>
    <li>We can not offer advice on a specific application. For use by experienced electronics technicians</li>
    <li>User assumes all risk for application.</li>
    <li>Any warrantees are limited to replacement or refund of product.</li>
    <li>Always wear safety glasses when working with soldering equipment and materials</li>
    <li>Always use adequate venilation when working with soldering equipment and materials</li>
    <li>Avoid breathing flux fumes emitted during soldering.</li>
    <li>Flux fumes may cause pulmonary irritation or damage.</li>
    <li>This product may contain chemicals known to the state of California to cause cancer and/or other reproductive harm.</li>
</ul>"	"Hardware > Hardware Accessories > Solder & Flux"	961757312566
503-265	"Mini Micro Drill Bit #65 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-65-hss-6pcs.html	5.94	New	"CML Supply"	503-265	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_5_1_1_1_1_1_1_1_1_1_1_1_1.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #65 (.0350&quot;, 0.89mm)</div>
<div>Bit Length: Approx 1.50&quot; (38mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" alt=""Made In USA"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
503-264	"Mini Micro Drill Bit #64 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-64-hss-6pcs.html	5.94	New	"CML Supply"	503-264	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_5_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #64(.0360&quot;, 0.91mm)</div>
<div>Bit Length: Approx 1.50&quot; (38mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" alt=""Made In USA"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
503-263	"Mini Micro Drill Bit #63 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-63-hss-6pcs.html	5.94	New	"CML Supply"	503-263	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_5_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #63(.0370&quot;, 0.94mm)</div>
<div>Bit Length: Approx 1.50&quot; (38mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" alt=""Made In USA"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
503-262	"Mini Micro Drill Bit #62 HSS Pack of 6 USA MADE"	http://www.cmlsupply.com/mini-micro-drill-bit-62-hss-6pcs.html	5.94	New	"CML Supply"	503-262	0.0600	http://www.cmlsupply.com/media/catalog/product/cache/1/image/5e06319eda06f020e43594a9c230972d/5/0/503-xxx_5_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg	"""Hardware > Tool Accessories > Drill Acces""Hardware > Tool Accessories > Drill Accessories > Drill Bits"" "	"In Stock"	"<div>Size: #62(.0380&quot;, 0.97mm)</div>
<div>Bit Length: Approx 1.50&quot; (38mm)</div>
<div>Pack of 6</div>
<p><img height=""70"" src=""http://www.cmlsupply.com/img/made_in_usa.jpg"" alt=""Made In USA"" /></p>
<p>6pc. high speed steel drill bit set in a labeled reclosable package. Choose these when you need more than one of the same size, or need to replace a broken bit in your set.</p>
<p>Premium Quality. Standard High Speed Steel. Jobber (standard) length. Great for metalworking, woodworking, hobbies, crafts, beads, jewelry, etc.</p>"	"Hardware > Tool Accessories > Drill Accessories > Drill Bits"	
